q2_birthyear,q3_gender,q4_province,q6_satisfied_democracy,q9_interest_election,q10_certain_vote,q11_vote_intention,q14_feeling_liberal_party,q15_feeling_cons_party
1974,(1) Male,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,60
1971,(2) Female,(5) Quebec,(-9) Don't know,(0) No interest at all,(-9) Don't know,NA,50,50
1952,(1) Male,(4) New Brunswick,(2) Fairly satisfied,(8),(1) Certain,(5) Green Party (Greens),50,50
1970,(1) Male,(6) Ontario,(1) Very satisfied,(9),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",70,50
1965,(1) Male,(6) Ontario,(2) Fairly satisfied,(2),(2) Likely,(-9) Don't know / Undecided,70,30
1955,(2) Female,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),100,0
1982,(1) Male,(6) Ontario,(1) Very satisfied,(6),(1) Certain,(1) Liberal (Grits),70,50
1969,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,40,0
1959,(1) Male,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,80,40
1972,(2) Female,(6) Ontario,(2) Fairly satisfied,(4),(1) Certain,(-9) Don't know / Undecided,40,40
1965,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,50,50
1973,(2) Female,(6) Ontario,(1) Very satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",45,40
1985,(2) Female,(6) Ontario,(2) Fairly satisfied,(5),(1) Certain,(-9) Don't know / Undecided,80,30
1983,(2) Female,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",70,0
1984,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,60
1962,(1) Male,(6) Ontario,(1) Very satisfied,(8),(1) Certain,(1) Liberal (Grits),60,60
1950,(2) Female,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,45,45
1973,(1) Male,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",2,70
1972,(2) Female,(6) Ontario,(4) Not satisfied at all,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,75
1958,(2) Female,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),80,10
1993,(1) Male,(6) Ontario,(3) Not very satisfied,(6),(2) Likely,(1) Liberal (Grits),45,10
1973,(1) Male,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(-8) Refused,70,60
1955,(2) Female,(6) Ontario,(3) Not very satisfied,(9),(1) Certain,(5) Green Party (Greens),40,0
1950,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",75,75
1973,(1) Male,(6) Ontario,(2) Fairly satisfied,(5),(1) Certain,(1) Liberal (Grits),70,0
1983,(1) Male,(6) Ontario,(3) Not very satisfied,(7),(1) Certain,(-9) Don't know / Undecided,60,40
1971,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),40,50
1979,(2) Female,(6) Ontario,(3) Not very satisfied,(5),(1) Certain,(-9) Don't know / Undecided,50,40
1966,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),100,0
1991,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,80,30
1948,(1) Male,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,(-9) Don't know / Undecided,70,40
1965,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),80,70
1992,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,75,20
1973,(2) Female,(6) Ontario,(2) Fairly satisfied,(1),(4) Certain not to vote,NA,20,0
1947,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,0
1972,(1) Male,(6) Ontario,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,90
1975,(2) Female,(6) Ontario,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",41,0
1959,(1) Male,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,70
1984,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),70,35
1993,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),71,32
1994,(2) Female,(6) Ontario,(1) Very satisfied,(9),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",70,0
1976,(2) Female,(6) Ontario,(3) Not very satisfied,(7),(5) Already voted in advanced poll,(-8) Refused,50,0
1951,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,75,75
1956,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),80,0
1959,(1) Male,(6) Ontario,(1) Very satisfied,(5),(-9) Don't know,NA,0,0
1969,(2) Female,(6) Ontario,(1) Very satisfied,(8),(1) Certain,(1) Liberal (Grits),80,50
1962,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,100
1945,(1) Male,(6) Ontario,(2) Fairly satisfied,(6),(1) Certain,(1) Liberal (Grits),60,30
1971,(1) Male,(4) New Brunswick,(3) Not very satisfied,(8),(1) Certain,(1) Liberal (Grits),75,5
1981,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(-8) Refused,50,50
1995,(2) Female,(6) Ontario,(2) Fairly satisfied,(2),(3) Unlikely,(-8) Refused,50,50
1969,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),51,20
1977,(1) Male,(6) Ontario,(1) Very satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,75
1974,(1) Male,(6) Ontario,(2) Fairly satisfied,(7),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,70
1953,(1) Male,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1959,(2) Female,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,NA,NA
1967,(1) Male,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,(-9) Don't know / Undecided,60,60
1996,(1) Male,(6) Ontario,(2) Fairly satisfied,(5),(2) Likely,(1) Liberal (Grits),70,55
1990,(1) Male,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,(9) None of these,45,45
1979,(2) Female,(6) Ontario,(3) Not very satisfied,(8),(1) Certain,(1) Liberal (Grits),80,0
1999,(1) Male,(6) Ontario,(2) Fairly satisfied,(6),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,90
1967,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),80,70
1949,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(-8) Refused,75,50
1972,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,60
1955,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",25,75
1977,(1) Male,(6) Ontario,(1) Very satisfied,(7),(1) Certain,(1) Liberal (Grits),90,80
1978,(2) Female,(6) Ontario,(2) Fairly satisfied,(7),(2) Likely,(1) Liberal (Grits),50,30
1990,(2) Female,(6) Ontario,(2) Fairly satisfied,(8),(1) Certain,(5) Green Party (Greens),70,35
1958,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,60,45
1957,(2) Female,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(-8) Refused,75,70
1990,(2) Female,(6) Ontario,(3) Not very satisfied,(2),(2) Likely,(-9) Don't know / Undecided,72,3
1970,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,75
1986,(1) Male,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,60,50
1952,(1) Male,(6) Ontario,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1978,(2) Female,(6) Ontario,(1) Very satisfied,(5),(2) Likely,(-9) Don't know / Undecided,50,50
1998,(2) Female,(6) Ontario,(-9) Don't know,(0) No interest at all,(2) Likely,(1) Liberal (Grits),70,70
1951,(2) Female,(6) Ontario,(2) Fairly satisfied,(5),(3) Unlikely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",40,40
1980,(1) Male,(6) Ontario,(1) Very satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,70
1995,(1) Male,(6) Ontario,(2) Fairly satisfied,(5),(2) Likely,(1) Liberal (Grits),55,50
1951,(2) Female,(6) Ontario,(1) Very satisfied,(8),(1) Certain,(1) Liberal (Grits),92,80
1953,(2) Female,(6) Ontario,(4) Not satisfied at all,(9),(1) Certain,(-9) Don't know / Undecided,0,10
1992,(1) Male,(6) Ontario,(2) Fairly satisfied,(6),(1) Certain,(1) Liberal (Grits),80,45
1978,(2) Female,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),85,0
1974,(2) Female,(6) Ontario,(3) Not very satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,40
1958,(1) Male,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,35,35
1968,(1) Male,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),100,0
1972,(2) Female,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",40,20
1962,(2) Female,(6) Ontario,(1) Very satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,70
1963,(1) Male,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(2) Likely,(-9) Don't know / Undecided,75,65
1944,(2) Female,(6) Ontario,(2) Fairly satisfied,(5),(1) Certain,(1) Liberal (Grits),70,10
1969,(1) Male,(6) Ontario,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,50
1969,(2) Female,(6) Ontario,(2) Fairly satisfied,(7),(1) Certain,(1) Liberal (Grits),75,30
1934,(2) Female,(6) Ontario,(1) Very satisfied,(8),(1) Certain,(1) Liberal (Grits),80,25
1985,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,80
1974,(2) Female,(6) Ontario,(3) Not very satisfied,(6),(2) Likely,(1) Liberal (Grits),60,50
1965,(1) Male,(6) Ontario,(3) Not very satisfied,(7),(2) Likely,(-8) Refused,35,0
1971,(1) Male,(6) Ontario,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),80,50
1952,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,90
1947,(1) Male,(6) Ontario,(2) Fairly satisfied,(8),(5) Already voted in advanced poll,(1) Liberal (Grits),66,55
1943,(1) Male,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),7,4
1964,(2) Female,(6) Ontario,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,20
1998,(1) Male,(6) Ontario,(1) Very satisfied,(7),(2) Likely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",70,60
1969,(1) Male,(6) Ontario,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(-9) Don't know / Undecided,60,75
1971,(1) Male,(10) British Columbia,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),0,20
1966,(1) Male,(10) British Columbia,(3) Not very satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,50
1984,(2) Female,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,(-9) Don't know / Undecided,50,60
1974,(2) Female,(10) British Columbia,(2) Fairly satisfied,(2),(3) Unlikely,(-9) Don't know / Undecided,NA,NA
1995,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",35,70
1987,(2) Female,(10) British Columbia,(2) Fairly satisfied,(5),(1) Certain,(5) Green Party (Greens),50,0
1991,(2) Female,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",80,60
1968,(2) Female,(10) British Columbia,(2) Fairly satisfied,(6),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",20,50
1985,(1) Male,(10) British Columbia,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,50
1947,(2) Female,(10) British Columbia,(-9) Don't know,(-9) Don't know,(2) Likely,(1) Liberal (Grits),100,0
1978,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(5) Green Party (Greens),75,15
1979,(2) Female,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),75,50
1995,(1) Male,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),70,40
1956,(2) Female,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,(1) Liberal (Grits),60,20
1994,(1) Male,(10) British Columbia,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",1,NA
1973,(2) Female,(10) British Columbia,(2) Fairly satisfied,(0) No interest at all,(1) Certain,(5) Green Party (Greens),20,50
1980,(2) Female,(10) British Columbia,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,50
1984,(1) Male,(10) British Columbia,(2) Fairly satisfied,(5),(2) Likely,(-9) Don't know / Undecided,75,50
2001,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,0
1947,(1) Male,(10) British Columbia,(1) Very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,100
1978,(1) Male,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",50,25
1993,(1) Male,(10) British Columbia,(1) Very satisfied,(7),(2) Likely,(-8) Refused,50,40
1969,(1) Male,(10) British Columbia,(1) Very satisfied,(10) Great deal of interest,(1) Certain,(7) Other,0,25
2001,(1) Male,(10) British Columbia,(2) Fairly satisfied,(4),(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,70
1950,(1) Male,(10) British Columbia,(3) Not very satisfied,(8),(1) Certain,(5) Green Party (Greens),8,3
1993,(1) Male,(10) British Columbia,(3) Not very satisfied,(7),(1) Certain,(6) People's Party,15,40
1956,(2) Female,(10) British Columbia,(2) Fairly satisfied,(6),(2) Likely,(-9) Don't know / Undecided,70,20
1992,(3) Other,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",40,0
1990,(2) Female,(10) British Columbia,(1) Very satisfied,(6),(2) Likely,(-9) Don't know / Undecided,NA,NA
1997,(2) Female,(10) British Columbia,(2) Fairly satisfied,(6),(1) Certain,(-9) Don't know / Undecided,60,65
1965,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),75,15
1968,(1) Male,(10) British Columbia,(1) Very satisfied,(8),(1) Certain,(-9) Don't know / Undecided,65,65
1987,(2) Female,(10) British Columbia,(2) Fairly satisfied,(7),(2) Likely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",30,20
1943,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),65,70
1962,(1) Male,(10) British Columbia,(2) Fairly satisfied,(5),(1) Certain,(5) Green Party (Greens),65,50
1959,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",25,75
2000,(2) Female,(10) British Columbia,(3) Not very satisfied,(7),(2) Likely,(5) Green Party (Greens),70,10
1959,(1) Male,(10) British Columbia,(2) Fairly satisfied,(3),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",5,60
1970,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,30
1980,(1) Male,(10) British Columbia,(1) Very satisfied,(6),(3) Unlikely,(1) Liberal (Grits),70,60
1988,(1) Male,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),50,10
1990,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),75,1
1971,(1) Male,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,75
1953,(2) Female,(10) British Columbia,(2) Fairly satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,50
1986,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,80
1973,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),55,35
1947,(2) Female,(10) British Columbia,(4) Not satisfied at all,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),75,0
1973,(2) Female,(6) Ontario,(2) Fairly satisfied,(2),(2) Likely,(-9) Don't know / Undecided,60,40
1973,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(5) Green Party (Greens),53,59
1950,(1) Male,(10) British Columbia,(3) Not very satisfied,(5),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",0,100
1974,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),30,0
1969,(2) Female,(10) British Columbia,(3) Not very satisfied,(8),(1) Certain,(-8) Refused,60,10
1980,(1) Male,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(2) Likely,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",30,70
1982,(1) Male,(10) British Columbia,(3) Not very satisfied,(9),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",40,60
1986,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(1) Liberal (Grits),100,0
1979,(2) Female,(10) British Columbia,(3) Not very satisfied,(8),(1) Certain,(1) Liberal (Grits),70,4
1965,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",25,90
1976,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",10,60
1997,(1) Male,(10) British Columbia,(2) Fairly satisfied,(9),(2) Likely,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,20
1995,(1) Male,(10) British Columbia,(3) Not very satisfied,(7),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",30,5
1962,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",60,80
1985,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",40,0
1992,(1) Male,(9) Alberta,(2) Fairly satisfied,(6),(1) Certain,(10) Will spoil ballet,40,50
1963,(2) Female,(10) British Columbia,(2) Fairly satisfied,(9),(1) Certain,"(3) NDP (New Democratic Party, New Democrats, NDPers)",60,0
1975,(1) Male,(10) British Columbia,(2) Fairly satisfied,(8),(1) Certain,(-9) Don't know / Undecided,40,70
1979,(2) Female,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),80,60
1964,(1) Male,(10) British Columbia,(2) Fairly satisfied,(10) Great deal of interest,(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",20,80
1975,(2) Female,(10) British Columbia,(2) Fairly satisfied,(7),(2) Likely,(-9) Don't know / Undecided,60,50
1937,(1) Male,(10) British Columbia,(3) Not very satisfied,(8),(1) Certain,(1) Liberal (Grits),60,20
1971,(1) Male,(10) British Columbia,(1) Very satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",65,85
1957,(1) Male,(10) British Columbia,(3) Not very satisfied,(7),(3) Unlikely,(1) Liberal (Grits),40,50
1961,(1) Male,(10) British Columbia,(4) Not satisfied at all,(2),(-9) Don't know,NA,1,0
1995,(1) Male,(10) British Columbia,(2) Fairly satisfied,(7),(1) Certain,"(2) Conservatives (Tory, PCs, Conservative Party of Canada)",50,60
1996,(1) Male,(10) British Columbia,(3) Not very satisfied,(10) Great deal of interest,(1) Certain,(1) Liberal (Grits),70,20
